epoch,loss
0,0.02202504314482212
1,0.01788003370165825
2,0.017726663500070572
3,0.017635613679885864
4,0.017722435295581818
5,0.017705313861370087
6,0.017672987654805183
7,0.01768876425921917
8,0.017670288681983948
9,0.01768537051975727
10,0.017659328877925873
11,0.017737150192260742
12,0.017653675749897957
13,0.017703194171190262
14,0.01771336793899536
15,0.017637889832258224
16,0.017726698890328407
17,0.017666783183813095
18,0.01766958087682724
19,0.017672495916485786
20,0.0176596287637949
21,0.017664803192019463
22,0.01761779375374317
23,0.017409315332770348
24,0.01716223731637001
25,0.01749284379184246
26,0.017337126657366753
27,0.015599316917359829
28,0.015144672244787216
29,0.014869972132146358
30,0.01550243142992258
31,0.015262712724506855
32,0.014722519554197788
33,0.014940332621335983
34,0.014623443596065044
35,0.01438339613378048
36,0.014786475338041782
37,0.014280637726187706
38,0.014402598142623901
39,0.014139637351036072
40,0.014434210024774075
41,0.014333611354231834
42,0.014311186037957668
43,0.013977576047182083
44,0.01394830085337162
45,0.014070386067032814
46,0.013682732358574867
47,0.013614165596663952
48,0.01395801268517971
49,0.013440442271530628
50,0.013514690101146698
51,0.013592613860964775
52,0.013344503939151764
53,0.01374486368149519
54,0.013145538978278637
55,0.014245071448385715
56,0.014323418959975243
57,0.013463678769767284
58,0.013086477294564247
59,0.013282916508615017
60,0.012874335050582886
61,0.013375308364629745
62,0.013579157181084156
63,0.013692168518900871
64,0.013763838447630405
65,0.013354841619729996
66,0.012941916473209858
67,0.012586761265993118
68,0.012509764172136784
69,0.012489218264818192
70,0.01234858576208353
71,0.012119953520596027
72,0.012659701518714428
73,0.012122593820095062
74,0.012129921466112137
75,0.013613981194794178
76,0.012015784159302711
77,0.01141493022441864
78,0.011518795974552631
79,0.011722330935299397
80,0.011762058362364769
81,0.01269978005439043
82,0.012679783627390862
83,0.011567259207367897
84,0.011837271973490715
85,0.012009557336568832
86,0.0115503603592515
87,0.011159440502524376
88,0.010916776955127716
89,0.01044190488755703
90,0.010378534905612469
91,0.010353470221161842
92,0.010109799914062023
93,0.01002657413482666
94,0.01044557336717844
95,0.010413030162453651
96,0.009843239560723305
97,0.010164656676352024
98,0.009946458041667938
99,0.00973421148955822
100,0.009929523803293705
101,0.011115361005067825
102,0.010570144280791283
103,0.010291130281984806
104,0.009781328961253166
105,0.009628091007471085
106,0.009491397067904472
107,0.009493842720985413
108,0.009608016349375248
109,0.01005665585398674
110,0.009565753862261772
111,0.009460951201617718
112,0.009315568022429943
113,0.009536739438772202
114,0.009074621833860874
115,0.008634105324745178
116,0.008451447822153568
117,0.00876622460782528
118,0.009955822490155697
119,0.01011956762522459
120,0.008609800599515438
121,0.008542671799659729
122,0.008790249936282635
123,0.009899516589939594
124,0.009625885635614395
125,0.008956636302173138
126,0.00878587644547224
127,0.00835802499204874
128,0.008438172750175
129,0.008440571837127209
130,0.008207429200410843
131,0.008674933575093746
132,0.009124772623181343
133,0.009289741516113281
134,0.008819738402962685
135,0.008865571580827236
136,0.008467843756079674
137,0.008194713853299618
138,0.009332732297480106
139,0.008957184851169586
140,0.007947779260575771
141,0.008249079808592796
142,0.008042407222092152
143,0.007921749725937843
144,0.008572650142014027
145,0.008074667304754257
146,0.007954896427690983
147,0.007864167913794518
148,0.008088917471468449
149,0.007975805550813675
150,0.007932523265480995
151,0.008071258664131165
152,0.007676987908780575
153,0.007850000634789467
154,0.007686958648264408
155,0.00828317180275917
156,0.007890569977462292
157,0.007730657234787941
158,0.00787148717790842
159,0.00782137829810381
160,0.008485041558742523
161,0.008253665640950203
162,0.00795121118426323
163,0.007794434670358896
164,0.007782320026308298
165,0.007880127988755703
166,0.007486668881028891
167,0.00785801187157631
168,0.008174777962267399
169,0.007597901858389378
170,0.007461676839739084
171,0.007567708846181631
172,0.007508127950131893
173,0.007821677252650261
174,0.007906484417617321
175,0.007495396304875612
176,0.008338547311723232
177,0.007345251739025116
178,0.007411406375467777
179,0.008292293176054955
180,0.008191525004804134
181,0.008082292042672634
182,0.00750348623842001
183,0.007418077904731035
184,0.008315814658999443
185,0.00801118928939104
186,0.00764853460714221
187,0.0075243026949465275
188,0.007606829982250929
189,0.008062089793384075
190,0.0073157926090061665
191,0.006929976399987936
192,0.00743120675906539
193,0.00746094761416316
194,0.009116383269429207
195,0.007990477606654167
196,0.00809586513787508
197,0.00734001025557518
198,0.007424611132591963
199,0.007720505818724632
