epoch,loss
0,0.023978453129529953
1,0.009821427054703236
2,0.009922396391630173
3,0.009807282127439976
4,0.008159320801496506
5,0.005106683354824781
6,0.0042038834653794765
7,0.004277082625776529
8,0.004062766209244728
9,0.003920375369489193
10,0.0039729466661810875
11,0.004162806086242199
12,0.004295583814382553
13,0.003982586320489645
14,0.004110409412533045
15,0.00406985217705369
16,0.003969770390540361
17,0.004055940546095371
18,0.003984990995377302
19,0.003883739933371544
20,0.00398331368342042
21,0.003932889085263014
22,0.003996635787189007
23,0.004034132696688175
24,0.004019709303975105
25,0.0038383861538022757
26,0.004050055984407663
27,0.00385303539223969
28,0.003895518835633993
29,0.0038870323915034533
30,0.003924745600670576
31,0.004047306254506111
32,0.003953037317842245
33,0.0038864128291606903
34,0.003917244262993336
35,0.0038188339676707983
36,0.003847897984087467
37,0.003991980571299791
38,0.004001579247415066
39,0.0038923737592995167
40,0.0039557404816150665
41,0.00394252547994256
42,0.0039143068715929985
43,0.003779972903430462
44,0.003785696579143405
45,0.0036914690863341093
46,0.0037732624914497137
47,0.003797785611823201
48,0.0038293965626507998
49,0.00360323884524405
50,0.0035675058607012033
51,0.003514596028253436
52,0.003678210312500596
53,0.003647846169769764
54,0.0037961441557854414
55,0.003463171422481537
56,0.003444339381530881
57,0.00357624189928174
58,0.0034921455662697554
59,0.0035381296183913946
60,0.0035095950588583946
61,0.003441382199525833
62,0.0034928221721202135
63,0.0033408701419830322
64,0.003426580224186182
65,0.003631728235632181
66,0.003482878440991044
67,0.0033744981046766043
68,0.0033342214301228523
69,0.0034266409929841757
70,0.0033430657349526882
71,0.0033324568066745996
72,0.003429408883675933
73,0.0033089681528508663
74,0.0032689024228602648
75,0.0032302597537636757
76,0.0033974500838667154
77,0.0033890327904373407
78,0.0034384748432785273
79,0.003372614271938801
80,0.0032622150611132383
81,0.003214051714166999
82,0.0032615368254482746
83,0.0032715380657464266
84,0.0031059093307703733
85,0.002901126630604267
86,0.0029563079588115215
87,0.0029732813127338886
88,0.0029220820870250463
89,0.0029909771401435137
90,0.0030378089286386967
91,0.0029249738436192274
92,0.002952304668724537
93,0.003109817625954747
94,0.0031273134518414736
95,0.0029444200918078423
96,0.0029211502987891436
97,0.0029454759787768126
98,0.0028658262453973293
99,0.002874581841751933
100,0.0028647605795413256
101,0.0028929859399795532
102,0.002870692405849695
103,0.00294674513861537
104,0.002807597629725933
105,0.0028561207000166178
106,0.002796698361635208
107,0.002865549875423312
108,0.002862163120880723
109,0.0028441722970455885
110,0.002813144354149699
111,0.0030025991145521402
112,0.0028816512785851955
113,0.0027552866376936436
114,0.0028583703096956015
115,0.002842871705070138
116,0.0027624063659459352
117,0.0027579425368458033
118,0.0027507434133440256
119,0.0030021951533854008
120,0.002821319969370961
121,0.0027504051104187965
122,0.0028457888402044773
123,0.0027512745000422
124,0.002789897145703435
125,0.0028277551755309105
126,0.0027646394446492195
127,0.0028114267624914646
128,0.002732878318056464
129,0.0028187730349600315
130,0.0027205576188862324
131,0.002791880164295435
132,0.00327576557174325
133,0.0030451323837041855
134,0.002779076574370265
135,0.0027313302271068096
136,0.002727491082623601
137,0.0028002969920635223
138,0.002795999404042959
139,0.002797807566821575
140,0.0028097776230424643
141,0.002800597343593836
142,0.002699201926589012
143,0.002727178391069174
144,0.0027420877013355494
145,0.002758607268333435
146,0.002751922933384776
147,0.0027808486483991146
148,0.0028395813424140215
149,0.002808542922139168
150,0.0027802116237580776
151,0.0027715591713786125
152,0.0027684641536325216
153,0.002703382633626461
154,0.0027407906018197536
155,0.00276069063693285
156,0.002774722408503294
157,0.0028482817579060793
158,0.0027329265139997005
159,0.002746846294030547
160,0.0027655940502882004
161,0.0027209436520934105
162,0.0027315078768879175
163,0.0027777375653386116
164,0.002716634189710021
165,0.002807558747008443
166,0.0027069570496678352
167,0.0026781128253787756
168,0.0028298557735979557
169,0.002734980545938015
170,0.0029944765847176313
171,0.0028048199601471424
172,0.002816504565998912
173,0.002779125003144145
174,0.002678454387933016
175,0.0027099826838821173
176,0.0026982289273291826
177,0.0035173369105905294
178,0.0034883965272456408
179,0.0033763982355594635
180,0.0032881777733564377
181,0.0037189337890595198
182,0.0029141423292458057
183,0.002865065587684512
184,0.0028317777905613184
185,0.002832645084708929
186,0.002744200872257352
187,0.0027357381768524647
188,0.0027767899446189404
189,0.0028027750086039305
190,0.002843333873897791
191,0.0027871616184711456
192,0.0027051677461713552
193,0.0027194051072001457
194,0.002837325679138303
195,0.002758587943390012
196,0.0029334179125726223
197,0.0028739552944898605
198,0.0027750779408961535
199,0.002729543251916766
